LV1 排序,LV1 English,LV1 簡中,LV1 繁中,LV2 排序,LV2 English,LV2 簡中,LV2 繁中,Class,Class English,Class 中文,MCH,MCH Name,MCH 中文
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506429,Melamine Other,其他美耐皿餐具
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506431,Stainless Steel Bowl,不鏽鋼碗
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506432,StnlssStl NoodleBowl,不鏽鋼麵碗/大碗
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506433,StnlssStl Soup Basin,不鏽鋼湯盆
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506434,Stainless Stl Plate,不鏽鋼餐盤
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506435,StnlssStl Oval Plate,不鏽鋼魚盤
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506441,StainlessSteel Spoon,不鏽鋼匙
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506442,Stainless Steel Fork,不鏽鋼叉
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506443,StnlssStl TableKnife,不鏽鋼餐刀
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506449,Stainless Steel Oth,其他不鏽鋼餐具
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506451,Chopsticks Bamboo,竹筷
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506452,Chopsticks Wood,木筷
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506453,Chopsticks Metal,金屬筷
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506459,Chopsticks Other,其他筷子
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,64,Dinnerware,餐具,10506461,Other Dinnerware,其他餐具
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,66,Drinkware,水杯水具,10506601,Cup China,水杯瓷器
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,66,Drinkware,水杯水具,10506602,Cup Glass,水杯玻璃
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,66,Drinkware,水杯水具,10506603,Cup Stainless Steel,水杯不鏽鋼
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,66,Drinkware,水杯水具,10506604,Cup Plastic,水杯塑膠
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,66,Drinkware,水杯水具,10506611,Thermo Water Bottle,保溫杯
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,66,Drinkware,水杯水具,10506621,Kids Water Bottle,兒童水壺
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,66,Drinkware,水杯水具,10506622,Sport Water Bottle,運動水壺
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,66,Drinkware,水杯水具,10506631,Tea Pot/Set,茶壺/套裝
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,66,Drinkware,水杯水具,10506632,Jug,水壺
14,Home & Life,日用百貨,日用百貨,14.6,Tableware,餐具,餐具,66,Drinkware,水杯水具,10506641,Oth Cup Water Bottle,其他水杯水壺
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,31,Laundry Detergent,衣物洗滌,10503101,Laundry Liquid,洗衣液
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,31,Laundry Detergent,衣物洗滌,10503102,Laundry Pacs,洗衣凝珠
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,31,Laundry Detergent,衣物洗滌,10503103,Laundry Powder,洗衣粉
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,31,Laundry Detergent,衣物洗滌,10503104,Laundry Soap,洗衣皂
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,31,Laundry Detergent,衣物洗滌,10503105,Fabric Softner,衣物柔順劑
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,31,Laundry Detergent,衣物洗滌,10503107,Laundry Sanitizer,衣物除菌液
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,31,Laundry Detergent,衣物洗滌,10503111,Oth LaundryDetergent,其他衣物洗滌
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,31,Laundry Detergent,衣物洗滌,10503106,Dryer Sheets,烘衣紙
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,32,Kitchen Detergent,廚房清潔,10503201,Detergent Dish,洗潔精餐具
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,32,Kitchen Detergent,廚房清潔,10503202,Detergent Vege Fruit,洗潔精蔬果
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,32,Kitchen Detergent,廚房清潔,10503203,Detergent DishWasher,洗潔精洗碗機用
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,32,Kitchen Detergent,廚房清潔,10503204,Kitchen Cleaner,油污清潔劑
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,32,Kitchen Detergent,廚房清潔,10503211,Oth KitchenDetergent,其他廚房清潔
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,33,Home Cleaner,家居清潔,10503301,Cleaner Toilet,潔廁劑
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,33,Home Cleaner,家居清潔,10503302,Cleaner Bath,清潔劑浴室
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,33,Home Cleaner,家居清潔,10503303,Cleaner Glass,清潔劑玻璃
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,33,Home Cleaner,家居清潔,10503304,Cleaner All-purpose,多功能清潔劑
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,33,Home Cleaner,家居清潔,10503305,Bleach,漂白水
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,33,Home Cleaner,家居清潔,10503306,Disinfecting Wipe,消毒濕巾
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,33,Home Cleaner,家居清潔,10503311,Other Home Cleaner,其它家居清潔
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,33,Home Cleaner,家居清潔,10503321,Pesticide,殺蟲劑
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503501,Mop,拖把
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503502,Broom,掃把
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503503,Mop Bucket,拖把桶
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503504,Dustpan,簸箕
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503505,Dustbin,垃圾桶
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503506,Toilet Brush,馬桶刷
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503511,Rubber Gloves,塑膠手套
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503513,Cleaning Cloth,抹布
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503514,Kitchen Sponge,百潔布
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503515,Cup Brush,杯刷
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503516,Frying Pan Brush,鍋刷
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503517,Brush,刷子
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503518,Metal Scrubber,鋼絲球
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503521,Other Cleaning Tool,其他清潔用品
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,35,Cleaning Tool,清潔工具,10503512,Apron,圍裙
14,Home & Life,日用百貨,日用百貨,14.7,Cleaning,清洁用品,清潔用品,45,Disposable Tableware,一次性餐具,10504507,Trash Bag,垃圾袋
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,51,Baby Formula & Food,嬰兒配方奶粉/食品,10505101,Formula 0-6m,0-6月階段
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,51,Baby Formula & Food,嬰兒配方奶粉/食品,10505102,Formula 6-12m,6-12月階段
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,51,Baby Formula & Food,嬰兒配方奶粉/食品,10505103,Formula 1-3y,1-3歲階段
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,51,Baby Formula & Food,嬰兒配方奶粉/食品,10505104,Formula Over 3y,>3歲階段
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,51,Baby Formula & Food,嬰兒配方奶粉/食品,10505105,Baby Food,嬰兒食品
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,52,Diaper & Wipe,嬰兒紙尿褲/濕巾,10505201,Size New Born,紙尿褲新生嬰兒
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,52,Diaper & Wipe,嬰兒紙尿褲/濕巾,10505202,Size S,紙尿褲小碼
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,52,Diaper & Wipe,嬰兒紙尿褲/濕巾,10505203,Size M,紙尿褲中碼
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,52,Diaper & Wipe,嬰兒紙尿褲/濕巾,10505204,Size L,紙尿褲大碼
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,52,Diaper & Wipe,嬰兒紙尿褲/濕巾,10505205,Size XL,紙尿褲加大碼
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,52,Diaper & Wipe,嬰兒紙尿褲/濕巾,10505206,Size XXL/More,紙尿褲加加大碼及以上
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,52,Diaper & Wipe,嬰兒紙尿褲/濕巾,10505211,Baby Wipe,嬰兒濕巾
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,53,Baby Care,嬰兒洗護,10505301,Baby Wash,嬰兒洗浴
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,53,Baby Care,嬰兒洗護,10505302,Baby Powder,嬰兒爽身粉
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,53,Baby Care,嬰兒洗護,10505303,Baby Lotion,嬰兒潤體乳
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,53,Baby Care,嬰兒洗護,10505304,Baby Laundry,嬰兒洗衣液
14,Home & Life,日用百貨,日用百貨,14.8,Kids & Baby,母婴用品,母嬰用品,53,Baby Care,嬰兒洗護,10505311,Other Baby Care,其他嬰兒洗護
14,Home & Life,日用百貨,日用百貨,14.9,Pet Supplies,宠物用品,寵物用品,54,Pet,寵物用品,10505401,Dog Food,狗糧
14,Home & Life,日用百貨,日用百貨,14.9,Pet Supplies,宠物用品,寵物用品,54,Pet,寵物用品,10505402,Cat Food,貓糧
14,Home & Life,日用百貨,日用百貨,14.9,Pet Supplies,宠物用品,寵物用品,54,Pet,寵物用品,10505411,Pet Toy & Other,寵物玩具/其他
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,34,Air Freshener,空氣清新劑,10503401,Air Freshener Spray,空氣清新劑噴罐
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,34,Air Freshener,空氣清新劑,10503402,Air Freshener Gel,空氣清新劑啫喱
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,34,Air Freshener,空氣清新劑,10503403,Air Freshener Liquid,空氣清新劑香液
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,34,Air Freshener,空氣清新劑,10503404,Air Freshener forCar,空氣清新劑車用
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,34,Air Freshener,空氣清新劑,10503411,Air Freshener Other,空氣清新劑其他
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,41,Bath Tissue,衛生紙,10504101,13 Rolls/More,13卷及以上
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,41,Bath Tissue,衛生紙,10504102,7-12 Rolls,7-12卷
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,41,Bath Tissue,衛生紙,10504103,6 Rolls/Less,6卷及以下
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,41,Bath Tissue,衛生紙,10504111,Flushable Wipe,濕廁紙
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,42,Paper Towel,廚房紙巾,10504201,Kitchen Towel,廚房紙巾
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,42,Paper Towel,廚房紙巾,10504202,Kitchen Wipe,廚房濕巾
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,43,Facial Tissue,面巾紙,10504301,Napkin,餐巾紙
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,43,Facial Tissue,面巾紙,10504302,Facial Tissue,面巾紙
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,43,Facial Tissue,面巾紙,10504311,Hand Wipe,手臉濕巾
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,43,Facial Tissue,面巾紙,10504312,Sanitizing Hand Wipe,消毒手臉濕巾
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,67,Food Storage,食品盒,10506701,Food Container Glass,食物盒玻璃
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,67,Food Storage,食品盒,10506702,Food Contn Plastic,食物盒塑膠
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,67,Food Storage,食品盒,10506703,Food Contn Thermo,食物盒保溫
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,67,Food Storage,食品盒,10506711,Other Food Container,其他食物盒
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506801,Basin,水盆
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506802,Sifter,篩子
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506803,Rice Container,米桶
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506804,Bucket,水桶
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506805,Tray,茶盤
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506813,Chopsticks Holder,筷籠
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506821,Soap Tray,皂盒
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506822,Water Ladel,水瓢
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506823,Laundry Bag,洗衣袋
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506831,Hanger,衣架
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506841,Stool,椅子
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,68,Plastic Houseware,塑膠用品,10506851,Oth PlasticHouseware,其它塑膠用品
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,72,Joss Material,祭祀用品,10507201,Paper Money,紙錢
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,72,Joss Material,祭祀用品,10507202,Incense,香
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,72,Joss Material,祭祀用品,10507203,Candle,蠟燭
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,73,Publication,報紙雜誌,10507301,Newspaper Chinese,報紙中文
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,73,Publication,報紙雜誌,10507302,Newspaper English,報紙英文
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,73,Publication,報紙雜誌,10507303,Magazine/Cook Book,雜誌/食譜
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,74,Card,卡片,10507401,Phone Card,電話卡
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,74,Card,卡片,10507402,Gift Card,禮品卡
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,75,Music Instrument,樂器,10507501,Music Instrument,樂器
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,81,Towel,毛巾,10508101,Face Towel,洗臉巾
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,81,Towel,毛巾,10508102,Bath Towel,浴巾
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,81,Towel,毛巾,10508103,Other Towel,其他毛巾
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,82,Clothing,服裝,10508201,Tank Men,男士背心
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,82,Clothing,服裝,10508202,Tank Women,女士背心
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,82,Clothing,服裝,10508211,Socks Men,男襪
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,82,Clothing,服裝,10508212,Socks Women,女襪
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,82,Clothing,服裝,10508221,Other Clothing,其他服裝
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,83,Slippers,拖鞋,10508301,Plastic Slippers Men,塑膠拖鞋男
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,83,Slippers,拖鞋,10508302,Plastic Slippers Wmn,塑膠拖鞋女
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,83,Slippers,拖鞋,10508303,Cotton Slippers Men,棉拖鞋男
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,83,Slippers,拖鞋,10508304,Cotton Slippers Wmn,棉拖鞋女
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,83,Slippers,拖鞋,10508311,Other Slipppers,其他拖鞋
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,95,Toy,玩具,10509501,Blind Box,盲盒
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,96,Battery,電池,10509601,AA Battery,五號電池
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,96,Battery,電池,10509602,AAA Battery,七號電池
14,Home & Life,日用百貨,日用百貨,14.1,Other Household Items,其他家用,其他家用,45,Disposable Tableware,一次性餐具,10504511,Other Disposable,其他一次性用品
14,Home & Life,日用百貨,日用百貨,14.11,XXXXX,预留位,預留位,,,,,,
14,Home & Life,日用百貨,日用百貨,14.12,Decoration,家居装饰,家居裝飾,71,Decoration,家居裝飾,10507101,Deco Daily,裝飾日常
14,Home & Life,日用百貨,日用百貨,14.12,Decoration,家居装饰,家居裝飾,71,Decoration,家居裝飾,10507102,Deco Lunar New Year,裝飾農曆春節
14,Home & Life,日用百貨,日用百貨,14.12,Decoration,家居装饰,家居裝飾,71,Decoration,家居裝飾,10507103,Deco Christmas,裝飾聖誕
14,Home & Life,日用百貨,日用百貨,14.12,Decoration,家居装饰,家居裝飾,71,Decoration,家居裝飾,10507104,Deco Easter,裝飾復活節
14,Home & Life,日用百貨,日用百貨,14.12,Decoration,家居装饰,家居裝飾,71,Decoration,家居裝飾,10507105,Deco Halloween,裝飾萬聖節
15,Beauty & Health,美妆保健,美妝保健,15.1,XXXXX,预留位,預留位,,,,,,
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,24,Face Care,面部護理,10502401,FacialCleanser KrBrd,洗面乳韓系
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,24,Face Care,面部護理,10502402,FacialCleanser JpBrd,洗面乳日系
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,24,Face Care,面部護理,10502409,FacialCleanser OthBr,洗面乳其他
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,24,Face Care,面部護理,10502411,Moisturizer Kr Brand,潤膚霜韓系
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,24,Face Care,面部護理,10502412,Moisturizer Jp Brand,潤膚霜日系
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,24,Face Care,面部護理,10502419,Moisturizer OtherBrd,潤膚霜其他
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,24,Face Care,面部護理,10502421,Mask Chinese Brand,面膜中系
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,24,Face Care,面部護理,10502422,Mask Korean Brand,面膜韓系
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,24,Face Care,面部護理,10502423,Mask Japanese Brand,面膜日系
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,24,Face Care,面部護理,10502429,Mask Other Brand,面膜其他
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,24,Face Care,面部護理,10502431,Sunblock,防曬霜
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,24,Face Care,面部護理,10502432,Lipbalm,潤唇膏
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,24,Face Care,面部護理,10502441,Other Face Care,其他護膚品
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,25,Makeup,彩妆,10502504,Makeup Remover,卸妝水
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,26,Beauty & Hair Acc,美妝美髮配件,10502602,Cosmetic Cotton,化妝棉
15,Beauty & Health,美妆保健,美妝保健,15.2,Skincare,脸部保养,臉部保養,26,Beauty & Hair Acc,美妝美髮配件,10502603,Disposable FaceTowel,洗臉巾
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502101,Shampoo Mnstr Brand,洗髮水主流
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502102,Shampoo Ch Brand,洗髮水中系
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502103,Shampoo Kr Brand,洗髮水韓系
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502104,Shampoo Jp Brand,洗髮水日系
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502111,Shampoo Other Brand,洗髮水其他
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502121,Conditioner MnstrBrd,護髮素主流
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502122,Conditioner Ch Brand,護髮素中系
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502123,Conditioner Kr Brand,護髮素韓系
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502124,Conditioner Jp Brand,護髮素日系
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502131,Conditioner Oth Brd,護髮素其他
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502141,Hair Mask,發膜
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502151,Hair Color Kr Brand,染髮劑韓系
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502152,Hair Color Jp Brand,染髮劑日系
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502161,Hair Color Other Brd,染髮劑其他
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502171,Hair Styling Spray,定型噴霧
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502172,Hair Styling Gel,定型著哩
15,Beauty & Health,美妆保健,美妝保健,15.3,Hair Care,洗护美发,洗護美髮,21,Hair Care,頭髮護理,10502173,Hair Styling Wax,定型髮蠟
